Category;Account Name;Year;Month_Date;Month_Label;Rate;Budget_COP;Budget_GBP;;;
IT and Communications;I/Co IT & Comms Recharges;2025;1/08/2025;Aug-25;5429.910456;43286711.71;7971.901573;;;
IT and Communications;I/Co IT & Comms Recharges;2025;1/09/2025;Sep-25;5271.941977;43286711.71;8210.771647;;;
IT and Communications;I/Co IT & Comms Recharges;2025;1/10/2025;Oct-25;5072.249224;43286711.71;8534.026975;;;
IT and Communications;I/Co IT & Comms Recharges;2025;1/11/2025;Nov-25;4956.255189;43286711.71;8733.753622;;;
IT and Communications;I/Co IT & Comms Recharges;2025;1/12/2025;Dec-25;5081.087795;43286711.71;8519.182004;;;
IT and Communications;I/Co IT & Comms Recharges;2026;1/01/2026;Jan-26;5035.526334;45321280.4;9000.306502;;;
IT and Communications;I/Co IT & Comms Recharges;2026;1/02/2026;Feb-26;5048.813055;45321280.4;8976.620823;;;
IT and Communications;I/Co IT & Comms Recharges;2026;1/03/2026;Mar-26;4824.463939;45321280.4;9394.055168;;;
IT and Communications;I/Co IT & Comms Recharges;2026;1/04/2026;Apr-26;4932.639076;45321280.4;9188.039039;;;
IT and Communications;I/Co IT & Comms Recharges;2026;1/05/2026;May-26;4932.639076;45321280.4;9188.03904;;;
IT and Communications;I/Co IT & Comms Recharges;2026;1/06/2026;Jun-26;4932.639076;45321280.4;9188.03904;;;
Market Data;Market data;2025;1/07/2025;Jul-25;5511.924758;13731079.86;2491.158799;;;
Market Data;Market data;2025;1/08/2025;Aug-25;5429.910456;13731079.86;2528.78569;;;
Market Data;Market data;2025;1/09/2025;Sep-25;5271.941977;13731079.86;2604.55823;;;
Market Data;Market data;2025;1/10/2025;Oct-25;5072.249224;13731079.86;2707.098815;;;
Market Data;Market data;2025;1/11/2025;Nov-25;4956.255189;14427139.91;2910.895294;;;
Market Data;Market data;2025;1/12/2025;Dec-25;5081.087795;14427139.91;2839.380166;;;
Market Data;Market data;2026;1/01/2026;Jan-26;5035.526334;14475534.83;2874.681586;;;
Market Data;Market data;2026;1/02/2026;Feb-26;5048.813055;14475534.83;2867.116423;;;
Market Data;Market data;2026;1/03/2026;Mar-26;4824.463939;14475534.83;3000.444197;;;
Market Data;Market data;2026;1/04/2026;Apr-26;4932.639076;14475534.83;2934.643018;;;
Market Data;Market data;2026;1/05/2026;May-26;4932.639076;14475534.83;2934.643019;;;
Market Data;Market data;2026;1/06/2026;Jun-26;4932.639076;14475534.83;2934.643019;;;
Legal and Professional Fees;Legal fees;2025;1/07/2025;Jul-25;5511.924758;24392440.74;4425.394361;;;
Legal and Professional Fees;Legal fees;2025;1/08/2025;Aug-25;5429.910456;34246838.11;6307.072351;;;
Legal and Professional Fees;Legal fees;2025;1/09/2025;Sep-25;5271.941977;16960900.61;3217.201685;;;
Legal and Professional Fees;Legal fees;2025;1/10/2025;Oct-25;5072.249224;39658559.36;7818.732402;;;
Legal and Professional Fees;Legal fees;2025;1/11/2025;Nov-25;4956.255189;34246838.11;6909.821388;;;
Legal and Professional Fees;Legal fees;2025;1/12/2025;Dec-25;5081.087795;16960900.61;3338.045177;;;
Legal and Professional Fees;Legal fees;2026;1/01/2026;Jan-26;5035.526334;38229983.94;7592.053225;;;
Legal and Professional Fees;Legal fees;2026;1/02/2026;Feb-26;5048.813055;39700389.39;7863.311428;;;
Legal and Professional Fees;Legal fees;2026;1/03/2026;Mar-26;4824.463939;16960900.61;3515.603148;;;
Legal and Professional Fees;Legal fees;2026;1/04/2026;Apr-26;4932.639076;16960900.61;3438.504287;;;
Legal and Professional Fees;Legal fees;2026;1/05/2026;May-26;4932.639076;65820467.24;13343.86446;;;
Legal and Professional Fees;Legal fees;2026;1/06/2026;Jun-26;4932.639076;16960900.61;3438.504287;;;
Legal and Professional Fees;Professional fees;2025;1/07/2025;Jul-25;5511.924758;34387900.69;6238.81896;;;
Legal and Professional Fees;Professional fees;2025;1/08/2025;Aug-25;5429.910456;36112324.74;6650.629882;;;
Legal and Professional Fees;Professional fees;2025;1/09/2025;Sep-25;5271.941977;33640546.99;6381.054104;;;
Legal and Professional Fees;Professional fees;2025;1/10/2025;Oct-25;5072.249224;33474796.99;6599.596256;;;
Legal and Professional Fees;Professional fees;2025;1/11/2025;Nov-25;4956.255189;36112324.74;7286.211739;;;
Legal and Professional Fees;Professional fees;2025;1/12/2025;Dec-25;5081.087795;33640546.99;6620.737201;;;
Legal and Professional Fees;Professional fees;2026;1/01/2026;Jan-26;5035.526334;35474617.13;7044.867761;;;
Legal and Professional Fees;Professional fees;2026;1/02/2026;Feb-26;5048.813055;37690258.02;7465.172034;;;
Legal and Professional Fees;Professional fees;2026;1/03/2026;Mar-26;4824.463939;35047040.97;7264.442519;;;
Legal and Professional Fees;Professional fees;2026;1/04/2026;Apr-26;4932.639076;34881290.97;7071.527113;;;
Legal and Professional Fees;Professional fees;2026;1/05/2026;May-26;4932.639076;37690258.02;7640.992467;;;
Legal and Professional Fees;Professional fees;2026;1/06/2026;Jun-26;4932.639076;35047040.97;7105.129815;;;
Legal and Professional Fees;Regulatory fees - FCA;2025;1/07/2025;Jul-25;5511.924758;3576803.75;648.9210044;;;
Legal and Professional Fees;Regulatory fees - FCA;2025;1/08/2025;Aug-25;5429.910456;4917060.2;905.5508815;;;
Legal and Professional Fees;Regulatory fees - FCA;2025;1/09/2025;Sep-25;5271.941977;3600203.75;682.8989708;;;
Legal and Professional Fees;Regulatory fees - FCA;2025;1/10/2025;Oct-25;5072.249224;3576803.75;705.1711365;;;
Legal and Professional Fees;Regulatory fees - FCA;2025;1/11/2025;Nov-25;4956.255189;3576803.75;721.6746543;;;
Legal and Professional Fees;Regulatory fees - FCA;2025;1/12/2025;Dec-25;5081.087795;3600203.75;708.5498018;;;
Legal and Professional Fees;Regulatory fees - FCA;2026;1/01/2026;Jan-26;5035.526334;3739147.831;742.5535254;;;
Legal and Professional Fees;Regulatory fees - FCA;2026;1/02/2026;Feb-26;5048.813055;5139715.822;1018.00478;;;
Legal and Professional Fees;Regulatory fees - FCA;2026;1/03/2026;Mar-26;4824.463939;15626022.83;3238.9138;;;
Legal and Professional Fees;Regulatory fees - FCA;2026;1/04/2026;Apr-26;4932.639076;3762547.831;762.7859596;;;
Legal and Professional Fees;Regulatory fees - FCA;2026;1/05/2026;May-26;4932.639076;3739147.831;758.0420488;;;
Legal and Professional Fees;Regulatory fees - FCA;2026;1/06/2026;Jun-26;4932.639076;3762547.831;762.7859597;;;
Legal and Professional Fees;External Audit fees;2025;1/07/2025;Jul-25;5511.924758;13055965.14;2368.676227;;;
Legal and Professional Fees;External Audit fees;2025;1/08/2025;Aug-25;5429.910456;13055965.14;2404.45312;;;
Legal and Professional Fees;External Audit fees;2025;1/09/2025;Sep-25;5271.941977;13055965.14;2476.500158;;;
Legal and Professional Fees;External Audit fees;2025;1/10/2025;Oct-25;5072.249224;13055965.14;2573.999139;;;
Legal and Professional Fees;External Audit fees;2025;1/11/2025;Nov-25;4956.255189;13055965.14;2634.239893;;;
Legal and Professional Fees;External Audit fees;2025;1/12/2025;Dec-25;5081.087795;13055965.14;2569.521658;;;
Legal and Professional Fees;External Audit fees;2026;1/01/2026;Jan-26;5035.526334;13055965.14;2592.7707;;;
Legal and Professional Fees;External Audit fees;2026;1/02/2026;Feb-26;5048.813055;13055965.14;2585.947429;;;
Legal and Professional Fees;External Audit fees;2026;1/03/2026;Mar-26;4824.463939;13055965.14;2706.200171;;;
Legal and Professional Fees;External Audit fees;2026;1/04/2026;Apr-26;4932.639076;13055965.14;2646.851905;;;
Legal and Professional Fees;External Audit fees;2026;1/05/2026;May-26;4932.639076;13055965.14;2646.851906;;;
Legal and Professional Fees;External Audit fees;2026;1/06/2026;Jun-26;4932.639076;13708763.4;2779.194501;;;
Insurance;Insurance;2025;1/07/2025;Jul-25;5511.924758;13217710.63;2398.020874;;;
Insurance;Insurance;2025;1/08/2025;Aug-25;5429.910456;13549836.53;2495.406994;;;
Insurance;Insurance;2025;1/09/2025;Sep-25;5271.941977;13549836.53;2570.179374;;;
Insurance;Insurance;2025;1/10/2025;Oct-25;5072.249224;13549836.53;2671.366475;;;
Insurance;Insurance;2025;1/11/2025;Nov-25;4956.255189;13549836.53;2733.885971;;;
Insurance;Insurance;2025;1/12/2025;Dec-25;5081.087795;13549836.53;2666.719623;;;
Insurance;Insurance;2026;1/01/2026;Jan-26;5035.526334;13661800.62;2713.082946;;;
Insurance;Insurance;2026;1/02/2026;Feb-26;5048.813055;13661800.62;2705.943054;;;
Insurance;Insurance;2026;1/03/2026;Mar-26;4824.463939;13661800.62;2831.77588;;;
Insurance;Insurance;2026;1/04/2026;Apr-26;4932.639076;13968583.71;2831.868193;;;
Insurance;Insurance;2026;1/05/2026;May-26;4932.639076;13968583.71;2831.868194;;;
Insurance;Insurance;2026;1/06/2026;Jun-26;4932.639076;13968583.71;2831.868194;;;
Insurance;I/Co Insurance Recharges;2025;1/07/2025;Jul-25;5511.924758;1688888.825;306.4063642;;;
Insurance;I/Co Insurance Recharges;2025;1/08/2025;Aug-25;5429.910456;1688888.825;311.0343787;;;
Insurance;I/Co Insurance Recharges;2025;1/09/2025;Sep-25;5271.941977;1688888.825;320.3542134;;;
Insurance;I/Co Insurance Recharges;2025;1/10/2025;Oct-25;5072.249224;1688888.825;332.9664514;;;
Insurance;I/Co Insurance Recharges;2025;1/11/2025;Nov-25;4956.255189;1688888.825;340.7590531;;;
Insurance;I/Co Insurance Recharges;2025;1/12/2025;Dec-25;5081.087795;1688888.825;332.3872551;;;
Insurance;I/Co Insurance Recharges;2026;1/01/2026;Jan-26;5035.526334;1764888.822;350.4874576;;;
Insurance;I/Co Insurance Recharges;2026;1/02/2026;Feb-26;5048.813055;1764888.822;349.5650964;;;
Insurance;I/Co Insurance Recharges;2026;1/03/2026;Mar-26;4824.463939;1764888.822;365.8207097;;;
Insurance;I/Co Insurance Recharges;2026;1/04/2026;Apr-26;4932.639076;1764888.822;357.7980863;;;
Insurance;I/Co Insurance Recharges;2026;1/05/2026;May-26;4932.639076;1764888.822;357.7980864;;;
Insurance;I/Co Insurance Recharges;2026;1/06/2026;Jun-26;4932.639076;1764888.822;357.7980864;;;
Other Expenses;Bank charges;2025;1/07/2025;Jul-25;5511.924758;1847622.673;335.2046253;;;
Other Expenses;Bank charges;2025;1/08/2025;Aug-25;5429.910456;1847622.673;340.2676136;;;
Other Expenses;Bank charges;2025;1/09/2025;Sep-25;5271.941977;1847622.673;350.463393;;;
Other Expenses;Bank charges;2025;1/10/2025;Oct-25;5072.249224;1847622.673;364.2610194;;;
Other Expenses;Bank charges;2025;1/11/2025;Nov-25;4956.255189;1847622.673;372.7860255;;;
Other Expenses;Bank charges;2025;1/12/2025;Dec-25;5081.087795;1847622.673;363.627386;;;
Other Expenses;Bank charges;2026;1/01/2026;Jan-26;5035.526334;1847622.673;366.917488;;;
Other Expenses;Bank charges;2026;1/02/2026;Feb-26;5048.813055;1847622.673;365.9518887;;;
Other Expenses;Bank charges;2026;1/03/2026;Mar-26;4824.463939;1847622.673;382.9695271;;;
Other Expenses;Bank charges;2026;1/04/2026;Apr-26;4932.639076;1847622.673;374.5708219;;;
Other Expenses;Bank charges;2026;1/05/2026;May-26;4932.639076;1847622.673;374.5708219;;;
Other Expenses;Bank charges;2026;1/06/2026;Jun-26;4932.639076;1847622.673;374.5708219;;;
Depreciation;Depreciation - Furniture & Equipment;2025;1/07/2025;Jul-25;5511.924758;8155980.3;1479.697321;;;
Depreciation;Depreciation - Furniture & Equipment;2025;1/08/2025;Aug-25;5429.910456;8155980.3;1502.046924;;;
Depreciation;Depreciation - Furniture & Equipment;2025;1/09/2025;Sep-25;5271.941977;8155980.3;1547.054261;;;
Depreciation;Depreciation - Furniture & Equipment;2025;1/10/2025;Oct-25;5072.249224;8155980.3;1607.961269;;;
Depreciation;Depreciation - Furniture & Equipment;2025;1/11/2025;Nov-25;4956.255189;8155980.3;1645.593294;;;
Depreciation;Depreciation - Furniture & Equipment;2025;1/12/2025;Dec-25;5081.087795;8155980.3;1605.164215;;;
Depreciation;Depreciation - Furniture & Equipment;2026;1/01/2026;Jan-26;5035.526334;8522999.414;1692.573695;;;
Depreciation;Depreciation - Furniture & Equipment;2026;1/02/2026;Feb-26;5048.813055;8155980.3;1615.425291;;;
Depreciation;Depreciation - Furniture & Equipment;2026;1/03/2026;Mar-26;4824.463939;8155980.3;1690.546432;;;
Depreciation;Depreciation - Furniture & Equipment;2026;1/04/2026;Apr-26;4932.639076;8155980.3;1653.471939;;;
Depreciation;Depreciation - Furniture & Equipment;2026;1/05/2026;May-26;4932.639076;8155980.3;1653.47194;;;
Depreciation;Depreciation - Furniture & Equipment;2026;1/06/2026;Jun-26;4932.639076;8155980.3;1653.47194;;;
Interest / financing Income;Interest Income;2025;1/07/2025;Jul-25;5511.924758;-28166666.67;-5110.132649;;;
Interest / financing Income;Interest Income;2025;1/08/2025;Aug-25;5429.910456;-28166666.67;-5187.316972;;;
Interest / financing Income;Interest Income;2025;1/09/2025;Sep-25;5271.941977;-28166666.67;-5342.749748;;;
Interest / financing Income;Interest Income;2025;1/10/2025;Oct-25;5072.249224;-28166666.67;-5553.092015;;;
Interest / financing Income;Interest Income;2025;1/11/2025;Nov-25;4956.255189;-28166666.67;-5683.05416;;;
Interest / financing Income;Interest Income;2025;1/12/2025;Dec-25;5081.087795;-28166666.67;-5543.432391;;;
Interest / financing Income;Interest Income;2026;1/01/2026;Jan-26;5035.526334;-28166666.67;-5593.589389;;;
Interest / financing Income;Interest Income;2026;1/02/2026;Feb-26;5048.813055;-28166666.67;-5578.869006;;;
Interest / financing Income;Interest Income;2026;1/03/2026;Mar-26;4824.463939;-28166666.67;-5838.299762;;;
Interest / financing Income;Interest Income;2026;1/04/2026;Apr-26;4932.639076;-28166666.67;-5710.263052;;;
Interest / financing Income;Interest Income;2026;1/05/2026;May-26;4932.639076;-28166666.67;-5710.263052;;;
Interest / financing Income;Interest Income;2026;1/06/2026;Jun-26;4932.639076;-28166666.67;-5710.263052;;;
