Month_Number;Month_Date;Month_Label;Account;Description;Code;Actual_GBP;Actual_COP;Rate
9;1/03/2026;Mar-26;1220707;Dep'n - ROU Asset;CC758;2694.4112;12999089.67;4824.463939
9;1/03/2026;Mar-26;1230688;Stationery & Supplies;CC758;169.624;818344.8712;4824.463939
9;1/03/2026;Mar-26;1230693;Bank charges;CC758;271.9808;1312161.562;4824.463939
9;1/03/2026;Mar-26;1230695;Public relations;CC758;1348.63456;6506438.802;4824.463939
9;1/03/2026;Mar-26;1230697;Newspapers & Publications;CC758;0;0;4824.463939
9;1/03/2026;Mar-26;1230702;Sundry expenses;CC758;0;0;4824.463939
9;1/03/2026;Mar-26;1230710;Operating losses;CC758;0;0;4824.463939
9;1/03/2026;Mar-26;1235688;Interest expense;CC758;0;0;4824.463939
9;1/03/2026;Mar-26;1235707;Int exp - Lease Liability;CC758;307.6944;1484460.537;4824.463939
9;1/03/2026;Mar-26;1240688;Tax Paid Current Year;CC758;78094.67328;376764935.1;4824.463939
9;1/03/2026;Mar-26;1240690;Tax Paid Prior Year;CC758;0;0;4824.463939
9;1/03/2026;Mar-26;1245688;Deferred tax - Current year;CC758;-22852.36096;-110250391.4;4824.463939
9;1/03/2026;Mar-26;1250688;Intercompany dividends paid;CC758;0;0;4824.463939
9;1/03/2026;Mar-26;1250689;External dividends paid;CC758;0;0;4824.463939
10;1/04/2026;Apr-26;1090688;Management fees control A/c;CC758;-278491.6826;-1373698956;4932.639076
10;1/04/2026;Apr-26;1095689;Distribution Costs Control Account;CC758;2029.52256;10010902.29;4932.639076
10;1/04/2026;Apr-26;1096188;I/CO distribution fees receive;CC758;-28835.76384;-142236415.5;4932.639076
10;1/04/2026;Apr-26;1096189;I/CO advisory fees receive;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1096190;I/CO distribution fees pay;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1105688;Performance fees control a/c;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1125688;Other Income;CC758;-0.10816;-533.5142425;4932.639076
10;1/04/2026;Apr-26;1130688;FX gains/losses;CC758;2407.88704;11877237.71;4932.639076
10;1/04/2026;Apr-26;1130691;Intercompany Unrealised FX;CC758;1023.256;5047352.531;4932.639076
10;1/04/2026;Apr-26;1135688;Interest Income;CC758;-11288.2848;-55681034.71;4932.639076
10;1/04/2026;Apr-26;1135695;HFS gains & losses;CC758;1949.40512;9615711.871;4932.639076
10;1/04/2026;Apr-26;1140688;Intercompany Dividend Received;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1190688;Salaries;CC758;59371.34112;292857397.2;4932.639076
10;1/04/2026;Apr-26;1190691;Pension Costs;CC758;4236.1904;20895598.3;4932.639076
10;1/04/2026;Apr-26;1190692;Medical Costs;CC758;3200.59168;15787363.59;4932.639076
10;1/04/2026;Apr-26;1190695;Permanent staff agency placement;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1190696;Other Personnel Costs;CC758;14570.13792;71869231.65;4932.639076
10;1/04/2026;Apr-26;1190699;Staff training costs;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1191188;I/Co Staff Recharges;CC758;-2847.69888;-14046670.77;4932.639076
10;1/04/2026;Apr-26;1191190;I/Co Other support costs;CC758;154.82272;763684.5986;4932.639076
10;1/04/2026;Apr-26;1195690;Bonus provision;CC758;42179.14272;208054487.6;4932.639076
10;1/04/2026;Apr-26;1200689;Travel - Air Fares;CC758;491.72448;2425499.385;4932.639076
10;1/04/2026;Apr-26;1200690;Travel - Accomodation;CC758;571.43424;2818678.862;4932.639076
10;1/04/2026;Apr-26;1200691;Travel - Other;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1200692;Cars & Taxi's;CC758;86.03296;424369.5404;4932.639076
10;1/04/2026;Apr-26;1205694;Telecommunications;CC758;416.17056;2052819.167;4932.639076
10;1/04/2026;Apr-26;1205695;IT support services;CC758;19.89312;98125.58106;4932.639076
10;1/04/2026;Apr-26;1205703;Software rental;CC758;1431.55168;7061327.757;4932.639076
10;1/04/2026;Apr-26;1205708;IT consumables;CC758;210.1216;1036454.015;4932.639076
10;1/04/2026;Apr-26;1205787;IT projects;CC758;659.06464;3250927.997;4932.639076
10;1/04/2026;Apr-26;1206188;I/Co IT & Comms Recharges;CC758;4886.9392;24105507.26;4932.639076
10;1/04/2026;Apr-26;1210688;Legal fees;CC758;1259.0448;6210413.579;4932.639076
10;1/04/2026;Apr-26;1210689;Professional fees;CC758;6319.17728;31170220.78;4932.639076
10;1/04/2026;Apr-26;1210690;Regulatory fees - FCA;CC758;511.69248;2523994.322;4932.639076
10;1/04/2026;Apr-26;1210691;External Audit fees;CC758;1957.40064;9655150.885;4932.639076
10;1/04/2026;Apr-26;1215688;Insurance;CC758;1442.96256;7117613.509;4932.639076
10;1/04/2026;Apr-26;1216188;I/Co Insurance Recharges;CC758;176.24672;869361.4582;4932.639076
10;1/04/2026;Apr-26;1220688;Commercial Rent;CC758;1368.42784;6749960.637;4932.639076
10;1/04/2026;Apr-26;1220690;Utilities - Electricity;CC758;216.36992;1067274.722;4932.639076
10;1/04/2026;Apr-26;1220691;Cleaning;CC758;730.9744;3605632.889;4932.639076
10;1/04/2026;Apr-26;1220693;Depreciation - Furniture & Equipment;CC758;1135.1392;5599231.975;4932.639076
10;1/04/2026;Apr-26;1220694;Disposal of Furn & Equip;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1220695;Sundry Premises Costs;CC758;3838.54432;18934153.71;4932.639076
10;1/04/2026;Apr-26;1220707;Dep'n - ROU Asset;CC758;2635.32256;12999095.04;4932.639076
10;1/04/2026;Apr-26;1230688;Stationery & Supplies;CC758;422.95136;2086266.406;4932.639076
10;1/04/2026;Apr-26;1230693;Bank charges;CC758;217.54304;1073061.3;4932.639076
10;1/04/2026;Apr-26;1230695;Public relations;CC758;2458.92608;12128994.87;4932.639076
10;1/04/2026;Apr-26;1230697;Newspapers & Publications;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1230702;Sundry expenses;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1230710;Operating losses;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1235688;Interest expense;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1235707;Int exp - Lease Liability;CC758;272.01824;1341767.8;4932.639076
10;1/04/2026;Apr-26;1240688;Tax Paid Current Year;CC758;96009.13504;473578411.2;4932.639076
10;1/04/2026;Apr-26;1240690;Tax Paid Prior Year;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1245688;Deferred tax - Current year;CC758;-13125.07456;-64741255.66;4932.639076
10;1/04/2026;Apr-26;1250688;Intercompany dividends paid;CC758;0;0;4932.639076
10;1/04/2026;Apr-26;1250689;External dividends paid;CC758;0;0;4932.639076
